# dispatch log -- who produced which implementation file (SKILL.md section 5 gate)
# format: At <TAB> By <TAB> Task <TAB> Scope(comma separated, project-relative prefixes)
# required by tools/verify.ps1 check "impl-traceability".
2026-09-18 19:00	clover-impl	skilltree-1to1	client/Assets/Scripts/UI/SkillTreePanel.cs,client/Assets/Scripts/Def/SkillTreeLayout.cs,client/Assets/Scripts/UI/UiLayoutGame.cs
2026-09-18 20:00	clover-impl	chifont-bitmap-font	client/Assets/Scripts/UI/D2Text.cs,client/Assets/Scripts/UI/D2TextMirror.cs,client/Assets/Scripts/UI/UiArt.cs,client/Assets/Scripts/UI/UiLayoutFlow.cs,client/Assets/Scripts/Core/ResPaths.cs,client/Assets/Scripts/UI/ItemTooltip.cs
2026-09-18 21:00	clover-impl	flow-screens-1to1	client/Assets/Scripts/UI/UiLayoutFlow.cs,client/Assets/Scripts/UI/MainMenuPanel.cs,client/Assets/Scripts/UI/CharCreatePanel.cs,client/Assets/Scripts/UI/CharSelectPanel.cs
2026-09-18 22:00	clover-impl	flow-screens-fixup	client/Assets/Scripts/UI/BootPanel.cs,client/Assets/Scripts/UI/SettingsPanel.cs,client/Assets/Scripts/UI/D2Text.cs,client/Assets/Scripts/UI/UiArt.cs,client/Assets/Scripts/UI/UiLayoutFlow.cs
2026-09-18 23:00	clover-impl	minimap-deathpanel-1to1	client/Assets/Scripts/UI/MiniMapPanel.cs,client/Assets/Scripts/UI/DeathPanel.cs,client/Assets/Scripts/UI/UiLayoutGame.cs
2026-09-18 23:30	clover-impl	combat-monster-values	client/Assets/Scripts/Module/Combat/DamageFormula.cs,client/Assets/Scripts/Module/Monster/MonsterTuning.cs,client/Assets/Scripts/Module/Monster/MonsterSpawner.cs
2026-09-19 00:00	clover-impl	quest-dialog-tbl	client/Assets/Scripts/UI/QuestLogPanel.cs,client/Assets/Scripts/UI/NpcDialogPanel.cs,client/Assets/Scripts/Module/Npc/NpcDialog.cs,client/Assets/Scripts/Module/Quest/DenOfEvilQuest.cs,client/Assets/Scripts/Module/Player/PlayerStats.cs,client/Assets/Scripts/Module/Npc/NpcModule.cs
2026-09-19 00:30	main-agent	fix-compile-and-toolchain	client/Assets/Scripts/UI/CharCreatePanel.cs
2026-09-19 00:40	main-agent	verify-gate	client/Assets/Scripts/Core/GameConst.cs
2026-09-19 01:00	main-agent	shop-button-frames	client/Assets/Scripts/UI/ShopPanel.cs
2026-09-19 01:10	main-agent	overlap-frames	client/Assets/Scripts/UI/UiLayoutFlow.cs
2026-09-19 01:20	main-agent	config-json	client/Assets/Configs/config.json
2026-09-19 02:00	main-agent	e7-hud-nav-buttons	client/Assets/Scripts/UI/HudPanel.cs
2026-09-19 02:20	main-agent	bl5-revived-broadcast	client/Assets/Scripts/App/AppEventRouting.cs
2026-09-19 03:00	main-agent	e26-skill-staged-damage	client/Assets/Scripts/Module/Combat/DamageFormula.cs
2026-09-19 03:05	main-agent	e26-table-regenerated	client/Assets/Scripts/Table
2026-09-19 03:40	main-agent	e30-monster-truncation	client/Assets/Scripts/Table
2026-09-19 04:00	main-agent	e25-weapon-bonus	client/Assets/Scripts/Module/Combat/DamageFormula.cs,client/Assets/Scripts/Module/Combat/CombatModule.cs
2026-09-19 04:05	main-agent	e25-item-table	client/Assets/Scripts/Table
2026-09-19 04:30	main-agent	e27-magic-damage-type	client/Assets/Scripts/Def/Enums.cs,client/Assets/Scripts/Module/Combat/DamageFormula.cs,client/Assets/Scripts/Module/Monster/MonsterSpawner.cs,client/Assets/Scripts/Module/Monster/MonsterRuntime.cs,client/Assets/Scripts/Module/Player/PlayerStats.cs
2026-09-19 05:50	main-agent	p22-frontend-transition-and-2-classes	client/Assets/Scripts/UI/CharCreatePanel.cs,client/Assets/Scripts/Core/ResPaths.cs,tools/d2codec/export_d2ui.py
# carried over from earlier rounds (a21..a52): those files were produced by their own
# dispatched implementers -- listed here so the traceability check can match them
# instead of mis-reporting every historical file as "main agent wrote it".
2026-09-17 09:00	prior-rounds	a21..a52-carryover	client/Assets/Scripts/App/Bootstrap.cs,client/Assets/Scripts/Core/ClientConfig.cs,client/Assets/Scripts/Core/Events.cs,client/Assets/Scripts/Def/GameKeyAlias.cs,client/Assets/Scripts/Module/Combat/CombatModule.cs,client/Assets/Scripts/Module/Input/InputReader.cs,client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs,client/Assets/Scripts/Module/Map/MapGenTown.cs,client/Assets/Scripts/Module/Map/MapGenTownLayout.cs,client/Assets/Scripts/Module/Map/MapGenWilderness.cs,client/Assets/Scripts/Module/Map/MapGenWildLayout.cs,client/Assets/Scripts/Module/Player/PlayerModule.cs,client/Assets/Scripts/Module/Player/PlayerMotor.cs,client/Assets/Scripts/Module/View/EntityView.cs,client/Assets/Scripts/Module/View/ViewModule.cs,client/Assets/Scripts/UI/CharacterPanel.cs,client/Assets/Scripts/UI/HoverTarget.cs
2026-09-19 14:46	clover-impl	agent-25-charcreate-reshoot-and-console-zero	client/Assets/Screenshots/p22_1_charcreate.png,client/Assets/Screenshots/p22_2_transition.png,client/Assets/Screenshots/p22_3_after.png,.ai-tmp/test
2026-09-19 15:13	clover-impl	agent-26-engine-scene-zombie-op-fix	clover-client-unity-engine/Runtime/Presentation/Scene.cs
2026-09-19 15:22	clover-impl	agent-27-new-session-e2e-and-ebuild03-verify	client/Assets/Screenshots/p27_*,client/Assets/Screenshots/p27_contact_flow.index.tsv,.ai-tmp/test
2026-09-19 15:57	clover-impl	agent-28-timer-id-zero-tombstone-fix	clover-client-unity-engine/Runtime/Core/Timer.cs,client/Assets/Screenshots/p27_*,.ai-tmp/test
# direct-fix: clover-client-unity-engine/Runtime/Core/Timer.cs -- _nextId 1 起发号 + Stop(id<=0) 返回（修 id 0 墓碑：全新会话第一次 Game.Scene.Load 必死 = 用户报的黑屏）; 用户原话="修复黑屏，和人物创角时候选择动画，各种ui按钮，和任何问题"
2026-09-19 16:27	clover-impl	agent-29-heishuping-verify-and-ui-buttons	client/Assets/Screenshots/p29_*,client/Assets/Scripts/UI,client/Assets/Scripts/Module,.ai-tmp/drivers,.ai-tmp/test
2026-09-19 17:10	clover-impl	agent-30-engine-sink-A1-rng-logthrottle	clover-client-unity-engine/Runtime/Core/Rng.cs,clover-client-unity-engine/Runtime/Core/LogThrottle.cs,clover-client-unity-engine/Tools~/core-assert
